title	city	hotels	hotels_price
北仑河口红树林自然保护区周边酒店	防城港	"防城港成林海湾酒店, 防城港东兴香啡丽舍花园精品客栈(竹山村分店), 东兴豪登国际大酒店"	"60, 2680, 88"
大清国1号界碑周边酒店	防城港	"防城港蓝白拖美宿, 防城港海逸居民宿, 防城港江山半岛酒店, 防城港七月上民宿, 防城港蓝海湾客栈, 防城港老李四客栈, 防城港海天一舍客栈, 防城港海客时光民宿"	"678, 275, 240, 131, 98, 118, 398, 291"
防城港南山周边酒店	防城港	"防城港蓝白拖美宿, 防城港海逸居民宿, 防城港江山半岛酒店, 防城港七月上民宿, 防城港蓝海湾客栈, 防城港老李四客栈, 防城港海天一舍客栈, 防城港海客时光民宿"	"678, 275, 240, 131, 98, 118, 398, 291"
防城港魔石谷周边酒店	防城港	"防城港蓝白拖美宿, 防城港海逸居民宿, 防城港江山半岛酒店, 防城港七月上民宿, 防城港蓝海湾客栈, 防城港老李四客栈, 防城港海天一舍客栈, 防城港海客时光民宿"	"678, 275, 240, 131, 98, 118, 398, 291"
防城上思那板水库周边酒店	防城港	"防城港蓝白拖美宿, 防城港海逸居民宿, 防城港江山半岛酒店, 防城港七月上民宿, 防城港蓝海湾客栈, 防城港老李四客栈, 防城港海天一舍客栈, 防城港海客时光民宿"	"678, 275, 240, 131, 98, 118, 398, 291"
防城港上思应天瀑布周边酒店	防城港	"防城港蓝白拖美宿, 防城港海逸居民宿, 防城港江山半岛酒店, 防城港七月上民宿, 防城港蓝海湾客栈, 防城港老李四客栈, 防城港海天一舍客栈, 防城港海客时光民宿"	"678, 275, 240, 131, 98, 118, 398, 291"
防城港金花茶周边酒店	防城港	"防城港蓝白拖美宿, 防城港海逸居民宿, 防城港江山半岛酒店, 防城港七月上民宿, 防城港蓝海湾客栈, 防城港老李四客栈, 防城港海天一舍客栈, 防城港海客时光民宿"	"678, 275, 240, 131, 98, 118, 398, 291"
白龙珍珠港周边酒店	防城港	"防城港怪石滩山海渔家乐, 防城港温馨港湾民宿, 防城港江山半岛白沙湾巧巧农家乐, 防城港白沙湾旅社, 防城港珍珠湾明爵海景二号渔家乐, 防城港白沙湾明洋kz特色民宿, 防城港珍珠湾明爵海景一号渔家乐, 东兴海角七号度假酒店"	"138, 138, 168, 203, 258, 188, 158, 68"
潭蓬古运河周边酒店	防城港	"防城港蓝白拖美宿, 防城港海逸居民宿, 防城港江山半岛酒店, 防城港七月上民宿, 防城港蓝海湾客栈, 防城港老李四客栈, 防城港海天一舍客栈, 防城港海客时光民宿"	"678, 275, 240, 131, 98, 118, 398, 291"
马射尿瀑布周边酒店	防城港	"防城港蓝白拖美宿, 防城港海逸居民宿, 防城港江山半岛酒店, 防城港七月上民宿, 防城港蓝海湾客栈, 防城港老李四客栈, 防城港海天一舍客栈, 防城港海客时光民宿"	"678, 275, 240, 131, 98, 118, 398, 291"
防城港明珠广场周边酒店	防城港	"防城港海天一舍客栈, 防城港海客时光民宿, 防城港金西湾宾馆, 防城港正升便捷宾馆, 防城港昌源国际大酒店, 防城港恒泰酒店, 防城港金海岸艺术酒店, 防城港国际迎宾馆"	"398, 291, 82, 36, 69, 60, 195, 196"
防城港桃花溪周边酒店	防城港	"防城港蓝白拖美宿, 防城港海逸居民宿, 防城港江山半岛酒店, 防城港七月上民宿, 防城港蓝海湾客栈, 防城港老李四客栈, 防城港海天一舍客栈, 防城港海客时光民宿"	"678, 275, 240, 131, 98, 118, 398, 291"
白龙古炮台周边酒店	防城港	"防城港怪石滩山海渔家乐, 防城港温馨港湾民宿, 防城港江山半岛白沙湾巧巧农家乐, 防城港白沙湾旅社, 防城港珍珠湾明爵海景二号渔家乐, 防城港白沙湾明洋kz特色民宿, 防城港珍珠湾明爵海景一号渔家乐, 东兴海角七号度假酒店"	"138, 138, 168, 203, 258, 188, 158, 68"
防城港北仑河漂流周边酒店	防城港	防城港富利商务大酒店	148
金泉观海度假村周边酒店	防城港	"防城港江山半岛白沙湾巧巧农家乐, 防城港白沙湾旅社, 防城港白沙湾明洋kz特色民宿, 防城港万鸥海岸海景民宿, 防城港淘浪渔家乐, 防城港海的往事度假民宿, 防城港江山海景酒店, 防城港大自然住宿"	"168, 203, 188, 258, 176, 58, 221, 118"
黄姚古镇周边酒店	贺州	"昭平宝峰宾馆, 昭平黄姚金隆大酒店, 黄姚古镇金梦园酒店, 黄姚云山悦景酒店, 昭平黄姚隆泉商务酒店, 昭平县乡约黄姚酒店, 贺州翠屏别院酒店, 昭平黄姚便捷客栈"	"108, 55, 89, 115, 65, 138, 105, 56"
浮山风景名胜区周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
客家围屋周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
贺州温泉周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
姑婆山周边酒店	贺州	姑婆山小英姐家庭民宿	588
江氏客家围屋周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
路花温泉周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
秀水状元村周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
贺州小凉河周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
紫云周边酒店	贺州	"贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州陶然居酒店, 贺州平果商务酒店"	"53, 83, 80, 468, 68, 90, 118, 62"
贺州灵峰山周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
贺州十八水周边酒店	贺州	"姑婆山碧水湾美宿, 贺州姑婆山家庭旅馆, 姑婆山林韵山居公寓, 姑婆山小蜜蜂之家民宿, 姑婆山小英姐家庭民宿"	"142, 699, 178, 64, 588"
双龙漂流周边酒店	贺州	姑婆山小英姐家庭民宿	588
浮山周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
贺州南乡温泉群周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
现代农业科技示范园周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
贺州封阳古城周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
滑水冲周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
黄洞清湾瑶寨周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
贺州玉石林周边酒店	贺州	"贺州渔村农家, 贺州富华客家农庄, 贺州鸿祥农庄, 贺州八步路花农家乐, 贺州客家农家乐, 贺州贵龙君乐居农庄, 贺州乐居乡舍, 贺州生态温泉公寓"	"60, 38, 58, 80, 54, 50, 79, 84"
贺州中华石城周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
贺州凤溪古瑶寨周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
富川明城周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
贺州青龙回澜桥周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
红石峡谷漂流周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
贺州福溪古瑶寨周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
贺州龙井古民居周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
贺州玉坡小南京周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
土瑶寨风情山庄周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
文笔塔周边酒店	贺州	"贺州龙记宾馆, 贺州宏运雅居, 贺州庆丰源民宿, 贺州鲜美廉客栈, 贺州永丰宾馆, 贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓"	"88, 53, 83, 80, 468, 68, 90, 453"
黄田湖南会馆周边酒店	贺州	"贺州便捷宾馆, 贺州好运来酒店, 贺州温馨居公寓, 贺州温馨居公寓(4号店), 贺州温馨居公寓(6号店), 贺州爱莲晨星公寓, 贺州陶然居酒店, 贺州平果商务酒店"	"68, 90, 453, 601, 458, 138, 118, 62"
粤东会馆周边酒店	贺州	"贺州临贺轩宾馆, 贺州喜来屋租房服务部, 贺州丰田酒店"	"68, 50, 49"
勾漏洞周边酒店	玉林	"北流豪荣酒店, 新西里酒店(北流南站店), 北流富丽华大酒店, 北流嘉华时尚酒店, 大成酒店（北流南园店）, 千景连锁酒店(北流永丰店), 顺6吉邦便捷酒店(北流南园店), 北流云联酒店"	"90, 68, 60, 78, 118, 77, 60, 118"
大容山周边酒店	玉林	"玉林宾馆第一分部, 玉林大众商务宾馆, 玉林国豪宾馆, 玉林香都大酒店, 名人酒店(玉林城站店), 玉林圣上大酒店, 精通酒店(玉林火车站玉柴店), 玉林钱江源大酒店"	"138, 29, 40, 50, 68, 49, 68, 57"
云天文化城周边酒店	玉林	"玉林宾馆第一分部, 玉林大众商务宾馆, 玉林国豪宾馆, 玉林香都大酒店, 名人酒店(玉林城站店), 玉林圣上大酒店, 精通酒店(玉林火车站玉柴店), 玉林钱江源大酒店"	"138, 29, 40, 50, 68, 49, 68, 57"
都峤山周边酒店	玉林	"容县途乐商务酒店, 玉林容县龙晶国际大酒店, 容县金瑞宾馆, 容县和鑫商务宾馆, 容县兴得利宾馆, 容县容州国际大酒店, 容县巴里岛假日酒店, 容县宜居宾馆"	"79, 118, 58, 58, 88, 231, 74, 95"
龙珠湖周边酒店	玉林	"玉林宾馆第一分部, 玉林大众商务宾馆, 玉林国豪宾馆, 玉林香都大酒店, 名人酒店(玉林城站店), 玉林圣上大酒店, 精通酒店(玉林火车站玉柴店), 玉林钱江源大酒店"	"138, 29, 40, 50, 68, 49, 68, 57"
陆川温泉周边酒店	玉林	陆川八方商务酒店	118
大容山漂流周边酒店	玉林	桫椤谷度假酒店(北流大容山国家森林公园店)	362
佛子山周边酒店	玉林	"玉林成功商务酒店, 玉林冠华酒店, 维也纳国际酒店(玉林中鼎公园假日店), 城市便捷酒店(玉林宏进中鼎公园假日店), TOWO上品酒店(玉林宏进批发城店)"	"69, 48, 138, 66, 68"
真武阁周边酒店	玉林	"玉林宾馆第一分部, 玉林大众商务宾馆, 玉林国豪宾馆, 玉林香都大酒店, 名人酒店(玉林城站店), 玉林圣上大酒店, 精通酒店(玉林火车站玉柴店), 玉林钱江源大酒店"	"138, 29, 40, 50, 68, 49, 68, 57"
龙泉岩周边酒店	玉林	"玉林宾馆第一分部, 玉林大众商务宾馆, 玉林国豪宾馆, 玉林香都大酒店, 名人酒店(玉林城站店), 玉林圣上大酒店, 精通酒店(玉林火车站玉柴店), 玉林钱江源大酒店"	"138, 29, 40, 50, 68, 49, 68, 57"
玉林容县黎村温泉周边酒店	玉林	"玉林宾馆第一分部, 玉林大众商务宾馆, 玉林国豪宾馆, 玉林香都大酒店, 名人酒店(玉林城站店), 玉林圣上大酒店, 精通酒店(玉林火车站玉柴店), 玉林钱江源大酒店"	"138, 29, 40, 50, 68, 49, 68, 57"
天堂湖温泉周边酒店	玉林	"玉林宾馆第一分部, 玉林大众商务宾馆, 玉林国豪宾馆, 玉林香都大酒店, 名人酒店(玉林城站店), 玉林圣上大酒店, 精通酒店(玉林火车站玉柴店), 玉林钱江源大酒店"	"138, 29, 40, 50, 68, 49, 68, 57"
庆寿岩周边酒店	玉林	"容县养心学院酒店, 容县途乐商务酒店, 容县金瑞宾馆, 容县和鑫商务宾馆, 容县兴得利宾馆, 容县容州国际大酒店, 容县巴里岛假日酒店, 容县宜居宾馆"	"239, 79, 58, 58, 88, 231, 74, 95"
杨贵妃故里周边酒店	玉林	"玉林宾馆第一分部, 玉林大众商务宾馆, 玉林国豪宾馆, 玉林香都大酒店, 名人酒店(玉林城站店), 玉林圣上大酒店, 精通酒店(玉林火车站玉柴店), 玉林钱江源大酒店"	"138, 29, 40, 50, 68, 49, 68, 57"
玉林龟山森林公园周边酒店	玉林	"玉林宾馆第一分部, 玉林大众商务宾馆, 玉林国豪宾馆, 玉林香都大酒店, 名人酒店(玉林城站店), 玉林圣上大酒店, 精通酒店(玉林火车站玉柴店), 玉林钱江源大酒店"	"138, 29, 40, 50, 68, 49, 68, 57"
玉林博白温罗温泉周边酒店	玉林	"玉林宾馆第一分部, 玉林大众商务宾馆, 玉林国豪宾馆, 玉林香都大酒店, 名人酒店(玉林城站店), 玉林圣上大酒店, 精通酒店(玉林火车站玉柴店), 玉林钱江源大酒店"	"138, 29, 40, 50, 68, 49, 68, 57"
桂平西山周边酒店	贵港	"贵港格莱美旅馆, 贵港金湖精品商务宾馆, 贵港阁柠商务酒店, 贵港金灿旅馆, 贵港明悦大酒店, 贵港南部都市商务酒店, 城市便捷酒店(贵港唐人街店), 雅斯特酒店(贵港中央广场高铁站店)"	"50, 88, 78, 54, 209, 58, 87, 83"
龙潭森林公园周边酒店	贵港	"贵港有家宾馆, 贵港格莱美旅馆, 贵港金湖精品商务宾馆, 贵港阁柠商务酒店, 贵港金灿旅馆, 贵港明悦大酒店, 贵港南部都市商务酒店, 城市便捷酒店(贵港唐人街店)"	"49, 50, 88, 78, 54, 209, 58, 87"
大藤峡周边酒店	贵港	"尚客优精选酒店(桂平客运中心店), 桂平艾尚酒店, 桂平天成商务酒店, 贵港贵港雅源宾馆(), 桂平金燕子主题酒店, 桂平雅图便捷酒店, 桂平恒通旅馆, 桂平朝洋酒店"	"149, 127, 80, 78, 89, 98, 88, 60"
贵港南山寺周边酒店	贵港	"贵港有家宾馆, 贵港格莱美旅馆, 贵港金湖精品商务宾馆, 贵港阁柠商务酒店, 贵港金灿旅馆, 贵港明悦大酒店, 贵港南部都市商务酒店, 城市便捷酒店(贵港唐人街店)"	"49, 50, 88, 78, 54, 209, 58, 87"
龙潭国家森林公园周边酒店	贵港	"贵港格莱美旅馆, 贵港金湖精品商务宾馆, 贵港阁柠商务酒店, 贵港金灿旅馆, 贵港明悦大酒店, 贵港南部都市商务酒店, 城市便捷酒店(贵港唐人街店), 雅斯特酒店(贵港中央广场高铁站店)"	"50, 88, 78, 54, 209, 58, 87, 83"
桂平金田起义旧址周边酒店	贵港	"贵港格莱美旅馆, 贵港金湖精品商务宾馆, 贵港阁柠商务酒店, 贵港金灿旅馆, 贵港明悦大酒店, 贵港南部都市商务酒店, 城市便捷酒店(贵港唐人街店), 雅斯特酒店(贵港中央广场高铁站店)"	"50, 88, 78, 54, 209, 58, 87, 83"
北回归线标志公园周边酒店	贵港	"贵港格莱美旅馆, 贵港金湖精品商务宾馆, 贵港阁柠商务酒店, 贵港金灿旅馆, 贵港明悦大酒店, 贵港南部都市商务酒店, 城市便捷酒店(贵港唐人街店), 雅斯特酒店(贵港中央广场高铁站店)"	"50, 88, 78, 54, 209, 58, 87, 83"
九凌湖周边酒店	贵港	"贵港格莱美旅馆, 贵港金湖精品商务宾馆, 贵港阁柠商务酒店, 贵港金灿旅馆, 贵港明悦大酒店, 贵港南部都市商务酒店, 城市便捷酒店(贵港唐人街店), 雅斯特酒店(贵港中央广场高铁站店)"	"50, 88, 78, 54, 209, 58, 87, 83"
贵港新世纪广场周边酒店	贵港	"贵港有家宾馆, 贵港格莱美旅馆, 贵港金湖精品商务宾馆, 贵港阁柠商务酒店, 贵港金灿旅馆, 贵港明悦大酒店, 贵港南部都市商务酒店, 城市便捷酒店(贵港唐人街店)"	"49, 50, 88, 78, 54, 209, 58, 87"
金田周边酒店	贵港	桂平金田宾馆	63
贵港九凌湖周边酒店	贵港	"贵港有家宾馆, 贵港格莱美旅馆, 贵港金湖精品商务宾馆, 贵港阁柠商务酒店, 贵港金灿旅馆, 贵港明悦大酒店, 贵港南部都市商务酒店, 城市便捷酒店(贵港唐人街店)"	"49, 50, 88, 78, 54, 209, 58, 87"
贵港东湖公园周边酒店	贵港	"贵港有家宾馆, 贵港格莱美旅馆, 贵港金湖精品商务宾馆, 贵港阁柠商务酒店, 贵港金灿旅馆, 贵港明悦大酒店, 贵港南部都市商务酒店, 城市便捷酒店(贵港唐人街店)"	"49, 50, 88, 78, 54, 209, 58, 87"
大成国王府遗址周边酒店	贵港	"尚客优精选酒店(桂平客运中心店), 桂平艾尚酒店, 桂平天成商务酒店, 贵港贵港雅源宾馆(), 桂平金燕子主题酒店, 桂平雅图便捷酒店, 桂平恒通旅馆, 桂平朝洋酒店"	"149, 127, 80, 78, 89, 98, 88, 60"
东塔周边酒店	贵港	"尚客优精选酒店(桂平客运中心店), 桂平艾尚酒店, 桂平天成商务酒店, 贵港贵港雅源宾馆(), 桂平金燕子主题酒店, 桂平雅图便捷酒店, 桂平恒通旅馆, 桂平朝洋酒店"	"149, 127, 80, 78, 89, 98, 88, 60"
三娘湾周边酒店	钦州	"钦州乌雷福有渔庄, 钦州火车驿站, 钦州三娘湾海边客栈, 钦州金海滩酒店, 钦州海豚之乡宾馆, 钦州渔枫旅馆, 钦州三娘湾海岸线客房, 钦州麦记渔家小院饭店"	"178, 178, 158, 88, 168, 59, 118, 88"
六峰山周边酒店	钦州	"灵山江南商务酒店, 灵山喜橙凯旋酒店, 灵山星照宾馆, 灵山环宇酒店, 灵山正久大酒店, 灵山银城商务酒店, 灵山葡京酒店, 灵山大家旺酒店"	"68, 121, 65, 78, 68, 154, 72, 80"
麻蓝岛周边酒店	钦州	"钦州正元大酒店, 钦州颐豪大酒店, 钦州阳光海岸商务酒店, 钦州金苑商务酒店, 钦州悦海旅馆, 钦州怡家优品酒店, 钦州金海岸商务宾馆, 钦州欧雅宾馆"	"65, 58, 138, 70, 58, 60, 59, 58"
刘永福故居周边酒店	钦州	"城市便捷酒店(钦州汽车南站店), 城市便捷酒店(钦州新汽车总站店), 钦州长城宾馆, 钦州拓生酒店, 钦州鑫源商务宾馆, 钦州海源招待所, 钦州城东迎宾馆, 钦州6+1便捷酒店"	"79, 154, 178, 118, 108, 108, 45, 60"
三宣堂周边酒店	钦州	"钦州悦莱宾馆茶山江店, 城市便捷酒店(钦州汽车南站店), 城市便捷酒店(钦州新汽车总站店), 钦州长城宾馆, 钦州拓生酒店, 钦州鑫源商务宾馆, 钦州海源招待所, 钦州城东迎宾馆"	"50, 79, 154, 178, 118, 108, 108, 45"
灵东水库周边酒店	钦州	"城市便捷酒店(钦州汽车南站店), 钦州长城宾馆, 钦州拓生酒店, 钦州鑫源商务宾馆, 钦州海源招待所, 钦州城东迎宾馆, 钦州6+1便捷酒店, 钦州安悦宾馆"	"79, 178, 118, 108, 108, 45, 60, 70"
椎林叠翠周边酒店	钦州	"城市便捷酒店(钦州汽车南站店), 城市便捷酒店(钦州新汽车总站店), 钦州长城宾馆, 钦州拓生酒店, 钦州鑫源商务宾馆, 钦州海源招待所, 钦州城东迎宾馆, 钦州6+1便捷酒店"	"79, 154, 178, 118, 108, 108, 45, 60"
冯子材故居周边酒店	钦州	"城市便捷酒店(钦州新汽车总站店), 钦州长城宾馆, 钦州拓生酒店, 钦州鑫源商务宾馆, 钦州海源招待所, 钦州城东迎宾馆, 钦州6+1便捷酒店, 钦州安悦宾馆"	"154, 178, 118, 108, 108, 45, 60, 70"
钦州龙门群岛周边酒店	钦州	"城市便捷酒店(钦州汽车南站店), 城市便捷酒店(钦州新汽车总站店), 钦州长城宾馆, 钦州拓生酒店, 钦州鑫源商务宾馆, 钦州海源招待所, 钦州城东迎宾馆, 钦州6+1便捷酒店"	"79, 154, 178, 118, 108, 108, 45, 60"
王岗山周边酒店	钦州	"城市便捷酒店(钦州汽车南站店), 城市便捷酒店(钦州新汽车总站店), 钦州长城宾馆, 钦州拓生酒店, 钦州鑫源商务宾馆, 钦州海源招待所, 钦州城东迎宾馆, 钦州6+1便捷酒店"	"79, 154, 178, 118, 108, 108, 45, 60"
七十二泾周边酒店	钦州	"钦州正元大酒店, 钦州颐豪大酒店, 钦州阳光海岸商务酒店, 钦州金苑商务酒店, 钦州悦海旅馆, 钦州怡家优品酒店, 钦州金海岸商务宾馆, 钦州欧雅宾馆"	"65, 58, 138, 70, 58, 60, 59, 58"
钦州龟王城周边酒店	钦州	"城市便捷酒店(钦州汽车南站店), 城市便捷酒店(钦州新汽车总站店), 钦州长城宾馆, 钦州拓生酒店, 钦州鑫源商务宾馆, 钦州海源招待所, 钦州城东迎宾馆, 钦州6+1便捷酒店"	"79, 154, 178, 118, 108, 108, 45, 60"
钦州仙岛公园周边酒店	钦州	"钦州正元大酒店, 钦州颐豪大酒店, 钦州阳光海岸商务酒店, 钦州金苑商务酒店, 钦州悦海旅馆, 钦州怡家优品酒店, 钦州金海岸商务宾馆, 钦州欧雅宾馆"	"65, 58, 138, 70, 58, 60, 59, 58"
越州天湖周边酒店	钦州	"城市便捷酒店(钦州汽车南站店), 城市便捷酒店(钦州新汽车总站店), 钦州长城宾馆, 钦州拓生酒店, 钦州鑫源商务宾馆, 钦州海源招待所, 钦州城东迎宾馆, 钦州6+1便捷酒店"	"79, 154, 178, 118, 108, 108, 45, 60"
钦州坭兴陶艺有限公司周边酒店	钦州	"城市便捷酒店(钦州汽车南站店), 城市便捷酒店(钦州新汽车总站店), 钦州长城宾馆, 钦州拓生酒店, 钦州鑫源商务宾馆, 钦州海源招待所, 钦州城东迎宾馆, 钦州6+1便捷酒店"	"79, 154, 178, 118, 108, 108, 45, 60"
钦州大芦村周边酒店	钦州	"城市便捷酒店(钦州汽车南站店), 城市便捷酒店(钦州新汽车总站店), 钦州长城宾馆, 钦州拓生酒店, 钦州鑫源商务宾馆, 钦州海源招待所, 钦州城东迎宾馆, 钦州6+1便捷酒店"	"79, 154, 178, 118, 108, 108, 45, 60"
德天瀑布周边酒店	崇左	"崇左雅特斯酒店, 崇左德天大酒店, 崇左天湖大酒店, 崇左明都商务宾馆, 崇左幸福公寓, 崇左加洲便捷酒店, 崇左银通快捷酒店, 崇左家园商务酒店"	"88, 82, 336, 68, 58, 68, 70, 98"
明仕田园周边酒店	崇左	"大新明仕庄园宾馆, 大新明仕天成驿站, 大新黄记农家乐客栈, 大新明仕千竹园山庄, 大新新农村餐馆, 大新田间漫步客栈, 大新明仕酒店, 大新友缘客栈"	"66, 95, 84, 128, 110, 173, 190, 108"
左江石景林周边酒店	崇左	"崇左雅特斯酒店, 崇左德天大酒店, 崇左天湖大酒店, 崇左明都商务宾馆, 崇左幸福公寓, 崇左加洲便捷酒店, 崇左银通快捷酒店, 崇左家园商务酒店"	"88, 82, 336, 68, 58, 68, 70, 98"
法国驻龙州领事馆周边酒店	崇左	"龙州悦祥便捷酒店, 龙州南湖商务酒店, 龙州龙江宾馆, 崇左都市便捷酒店(广场店), 龙州城市快捷酒店, 龙州鑫隆商务宾馆, 龙州龙腾商务酒店, 龙州源满宾馆"	"68, 68, 78, 188, 60, 60, 68, 88"
胡志明展馆周边酒店	崇左	"龙州悦祥便捷酒店, 龙州南湖商务酒店, 龙州龙江宾馆, 龙州金明珠商务酒店, 崇左都市便捷酒店(广场店), 龙州天琴酒店, 龙州城市快捷酒店, 龙州鑫隆商务宾馆"	"68, 68, 78, 60, 188, 70, 60, 60"
德天周边酒店	崇左	"崇左绿芳沙屯山庄, 大新德天荣凯硕龙山庄, 大新德天缘宾馆, 大新圣原宾馆, 大新玲珑客栈, 大新乐巢旅馆, 崇左老街土菜馆住宿, 花筑·大新龙莹酒店(德天瀑布店)"	"78, 59, 88, 97, 89, 39, 69, 159"
